Stars,Reviews
1.0 out of 5 stars,"the stitching on the attachment points is extremely low quality, came unstitched after one ride. would be completely unusable if i didn't sew it back together myself with higher quality thread. the velcro straps used to attach to the bike are also way too long- i have a pretty standard road bike frame but when tightened there is barely enough velcro to hold it on."
5.0 out of 5 stars,this is a great bag for our 12-year-old son. he rides his bike to school and he puts his bike lock in there when he rides to and from along with storing his gloves. can hold mini water bottles as well
5.0 out of 5 stars,very functional for a few small items. looks good too. be aware that you won't be able to install a water bottle cage on the down tube. also need to remove bag for the type of bike rack that i have for my car.
4.0 out of 5 stars,"exactly what i needed for my rides. streamlined, not bulky, holds my wallet, phone, keys with room to spare so i don't have to wear a fanny pack when i ride. haven't gotten it wet yet and while it doesn't lock it securely holds your items. my only criticism is that the velcro straps were too long. had to shorten them up to get a tight fit on my frame. otherwise a great little storage bag."
5.0 out of 5 stars,"i bought this bag to attach to the handle of my walker so i can carry my iphone, keys, etc. it fits perfectly and works just as i had hoped!"
1.0 out of 5 stars,product lasted just over 30 days before one of the seam's ripped almost lost my belongings..not recommended!!
5.0 out of 5 stars,"got this bag for my son to use when he goes biking. it's perfect for holding his wallet and cellphone. is also large enough to fit a few more things, if needed."
5.0 out of 5 stars,i love how this product look and functions. i used as soon as i took it out of the package and it holds my cell phone and keys with room to spare. thanks for such a great product.
1.0 out of 5 stars,"warning: when trying to attach this a bike where the brake line runs under the main frame, tightening the bag properly results in sticky brakes. also, it is rigid enough that forget carrying anything else in that area... no water bottle, and your lock has to be contorted to get around it. not practical or functional."
5.0 out of 5 stars,just the right size to store everything i need. the one velcro strap that attaches to the verticle part of the frame is long enough to allow my bike rack to pass between the bag and frame. very happy with my purchase
1.0 out of 5 stars,not a durable bag as i'd thought it was. cheaply made. put any tool in tupperware then put that in the thing.
4.0 out of 5 stars,"pretty much exactly what you would expect. seems plenty sturdy enough and holds enough to make it possible to not wear a backpack for long rides. i can get a mini pump, extra tube, a few tools, wallet, phone and car key into mine without any issue. if you try to go more than that the sides will bulge out so that they brush your legs, but i am glad to have it."
5.0 out of 5 stars,nice bike bag i switch from trek hybrid to a felt road bike and a bag fits perfectly on either bikeenough room for a phone (if you don’t mount your phone on the handlebars) house keys and a few other small items like a protein bar or protein gel
4.0 out of 5 stars,"i intended on this being a little more centered in terms of mounting on the bike to fold out to accompany more storage space. i now see the intended purpose. it’s good at holding my bike gloves and a small bike rope lock, it won’t expand and close with much more. very easy install. overall good protection from weather. 3/5"
1.0 out of 5 stars,"the item zipper is placed on the bottom. which is awkward and uncomfortable to put you cell, water ect."
5.0 out of 5 stars,".we bought two for our mini-pro segways and the fit just right. carries our chargers in the bag and assorted other needs. durable, zippered, and three straps that are velcro. price vs performance: good"
5.0 out of 5 stars,can easily fit a spare tire or tube in the pouch plus multiple other tools. happy with this purchase!
5.0 out of 5 stars,wanted a bike storage that was a roomy enough for me to carry all the essentials. this has plenty of space and a durable feel. it does take up the space for my second water bottle so i might use a different bag for rides where i'll need to carry the extra water. but very happy and would recommend!
5.0 out of 5 stars,"delivery was prompt and product exactly as pictured. plenty of room for phone, wallet, keys,tools. my favorite kind of accessory: installed it doesn't cost you a second thought. durable materials."
